"","state","region","word_for_cola","pop"
"148","alabama","south","pop",TRUE
"149","alabama","south","pop",TRUE
"150","alabama","south","pop",TRUE
"151","alabama","south","pop",TRUE
"152","alabama","south","pop",TRUE
"153","alabama","south","pop",TRUE
"154","alabama","south","soda",FALSE
"155","alabama","south","soda",FALSE
"156","alabama","south","soda",FALSE
"157","alabama","south","soda",FALSE
"158","alabama","south","soda",FALSE
"159","alabama","south","soda",FALSE
"160","alabama","south","soda",FALSE
"161","alabama","south","soda",FALSE
"162","alabama","south","soda",FALSE
"163","alabama","south","soda",FALSE
"164","alabama","south","soda",FALSE
"165","alabama","south","soda",FALSE
"166","alabama","south","soda",FALSE
"167","alabama","south","soda",FALSE
"168","alabama","south","soda",FALSE
"169","alabama","south","soda",FALSE
"170","alabama","south","soda",FALSE
"171","alabama","south","soda",FALSE
"172","alabama","south","soda",FALSE
"173","alabama","south","soda",FALSE
"174","alabama","south","soda",FALSE
"175","alabama","south","soda",FALSE
"176","alabama","south","soda",FALSE
"177","alabama","south","soda",FALSE
"178","alabama","south","soda",FALSE
"179","alabama","south","soda",FALSE
"180","alabama","south","soda",FALSE
"181","alabama","south","soda",FALSE
"182","alabama","south","soda",FALSE
"183","alabama","south","soda",FALSE
"184","alabama","south","soda",FALSE
"185","alabama","south","soda",FALSE
"186","alabama","south","soda",FALSE
"187","alabama","south","soda",FALSE
"188","alabama","south","soda",FALSE
"189","alabama","south","soda",FALSE
"190","alabama","south","soda",FALSE
"191","alabama","south","soda",FALSE
"192","alabama","south","soda",FALSE
"193","alabama","south","soda",FALSE
"194","alabama","south","soda",FALSE
"195","alabama","south","soda",FALSE
"196","alabama","south","soda",FALSE
"197","alabama","south","soda",FALSE
"198","alabama","south","soda",FALSE
"199","alabama","south","soda",FALSE
"200","alabama","south","soda",FALSE
"201","alabama","south","soda",FALSE
"202","alabama","south","soda",FALSE
"203","alabama","south","soda",FALSE
"204","alabama","south","soda",FALSE
"205","alabama","south","soda",FALSE
"206","alabama","south","soda",FALSE
"207","alabama","south","soda",FALSE
"208","alabama","south","soda",FALSE
"209","alabama","south","soda",FALSE
"210","alabama","south","soda",FALSE
"211","alabama","south","soda",FALSE
"212","alabama","south","soda",FALSE
"213","alabama","south","soda",FALSE
"214","alabama","south","soda",FALSE
"215","alabama","south","soda",FALSE
"216","alabama","south","soda",FALSE
"217","alabama","south","soda",FALSE
"218","alabama","south","soda",FALSE
"219","alabama","south","soda",FALSE
"220","alabama","south","soda",FALSE
"221","alabama","south","soda",FALSE
"222","alabama","south","soda",FALSE
"223","alabama","south","soda",FALSE
"224","alabama","south","soda",FALSE
"225","alabama","south","soda",FALSE
"226","alabama","south","soda",FALSE
"227","alabama","south","soda",FALSE
"228","alabama","south","soda",FALSE
"229","alabama","south","soda",FALSE
"230","alabama","south","soda",FALSE
"231","alabama","south","soda",FALSE
"232","alabama","south","soda",FALSE
"233","alabama","south","soda",FALSE
"234","alabama","south","soda",FALSE
"235","alabama","south","soda",FALSE
"236","alabama","south","soda",FALSE
"237","alabama","south","soda",FALSE
"238","alabama","south","soda",FALSE
"239","alabama","south","soda",FALSE
"240","alabama","south","soda",FALSE
"241","alabama","south","soda",FALSE
"242","alabama","south","soda",FALSE
"243","alabama","south","soda",FALSE
"244","alabama","south","soda",FALSE
"245","alabama","south","soda",FALSE
"246","alabama","south","soda",FALSE
"247","alabama","south","soda",FALSE
"248","alabama","south","soda",FALSE
"249","alabama","south","soda",FALSE
"250","alabama","south","soda",FALSE
"251","alabama","south","soda",FALSE
"252","alabama","south","soda",FALSE
"253","alabama","south","soda",FALSE
"254","alabama","south","soda",FALSE
"255","alabama","south","soda",FALSE
"256","alabama","south","soda",FALSE
"257","alabama","south","soda",FALSE
"258","alabama","south","soda",FALSE
"259","alabama","south","soda",FALSE
"260","alabama","south","soda",FALSE
"261","alabama","south","soda",FALSE
"262","alabama","south","soda",FALSE
"263","alabama","south","soda",FALSE
"264","alabama","south","soda",FALSE
"265","alabama","south","soda",FALSE
"266","alabama","south","soda",FALSE
"267","alabama","south","soda",FALSE
"268","alabama","south","soda",FALSE
"269","alabama","south","soda",FALSE
"270","alabama","south","soda",FALSE
"271","alabama","south","soda",FALSE
"272","alabama","south","soda",FALSE
"273","alabama","south","soda",FALSE
"274","alabama","south","soda",FALSE
"275","alabama","south","soda",FALSE
"276","alabama","south","soda",FALSE
"277","alabama","south","soda",FALSE
"278","alabama","south","soda",FALSE
"279","alabama","south","soda",FALSE
"280","alabama","south","soda",FALSE
"281","alabama","south","soda",FALSE
"282","alabama","south","soda",FALSE
"283","alabama","south","soda",FALSE
"284","alabama","south","soda",FALSE
"285","alabama","south","soda",FALSE
"286","alabama","south","soda",FALSE
"287","alabama","south","soda",FALSE
"288","alabama","south","soda",FALSE
"289","alabama","south","soda",FALSE
"290","alabama","south","soda",FALSE
"291","alabama","south","soda",FALSE
"292","alabama","south","soda",FALSE
"293","alabama","south","soda",FALSE
"294","alabama","south","soda",FALSE
"295","alabama","south","soda",FALSE
"296","alabama","south","soda",FALSE
"297","alabama","south","soda",FALSE
"298","alabama","south","soda",FALSE
"299","alabama","south","soda",FALSE
"300","alabama","south","soda",FALSE
"301","alabama","south","soda",FALSE
"302","alabama","south","soda",FALSE
"303","alabama","south","soda",FALSE
"304","alabama","south","soda",FALSE
"305","alabama","south","soda",FALSE
"306","alabama","south","soda",FALSE
"307","alabama","south","soda",FALSE
"308","alabama","south","soda",FALSE
"309","alabama","south","soda",FALSE
"310","alabama","south","soda",FALSE
"311","alabama","south","soda",FALSE
"312","alabama","south","soda",FALSE
"313","alabama","south","soda",FALSE
"314","alabama","south","soda",FALSE
"315","alabama","south","soda",FALSE
"316","alabama","south","soda",FALSE
"317","alabama","south","soda",FALSE
"318","alabama","south","soda",FALSE
"319","alabama","south","soda",FALSE
"320","alabama","south","soda",FALSE
"321","alabama","south","soda",FALSE
"322","alabama","south","soda",FALSE
"323","alabama","south","soda",FALSE
"324","alabama","south","soda",FALSE
"325","alabama","south","soda",FALSE
"326","alabama","south","soda",FALSE
"327","alabama","south","soda",FALSE
"328","alabama","south","soda",FALSE
"329","alabama","south","soda",FALSE
"330","alabama","south","soda",FALSE
"331","alabama","south","soda",FALSE
"332","alabama","south","soda",FALSE
"333","alabama","south","soda",FALSE
"334","alabama","south","soda",FALSE
"335","alabama","south","soda",FALSE
"336","alabama","south","soda",FALSE
"337","alabama","south","soda",FALSE
"338","alabama","south","soda",FALSE
"339","alabama","south","soda",FALSE
"340","alabama","south","soda",FALSE
"341","alabama","south","soda",FALSE
"342","alabama","south","soda",FALSE
"343","alabama","south","soda",FALSE
"344","alabama","south","soda",FALSE
"345","alabama","south","soda",FALSE
"346","alabama","south","soda",FALSE
"347","alabama","south","soda",FALSE
"348","alabama","south","soda",FALSE
"349","alabama","south","soda",FALSE
"350","alabama","south","soda",FALSE
"351","alabama","south","soda",FALSE
"352","alabama","south","soda",FALSE
"353","alabama","south","soda",FALSE
"354","alabama","south","soda",FALSE
"355","alabama","south","soda",FALSE
"356","alabama","south","soda",FALSE
"357","alabama","south","soda",FALSE
"358","alabama","south","soda",FALSE
"359","alabama","south","soda",FALSE
"360","alabama","south","soda",FALSE
"361","alabama","south","soda",FALSE
"362","alabama","south","soda",FALSE
"363","alabama","south","soda",FALSE
"364","alabama","south","soda",FALSE
"365","alabama","south","soda",FALSE
"366","alabama","south","soda",FALSE
"367","alabama","south","soda",FALSE
"368","alabama","south","soda",FALSE
"369","alabama","south","soda",FALSE
"370","alabama","south","soda",FALSE
"371","alabama","south","soda",FALSE
"372","alabama","south","soda",FALSE
"373","alabama","south","soda",FALSE
"374","alabama","south","soda",FALSE
"375","alabama","south","soda",FALSE
"376","alabama","south","soda",FALSE
"377","alabama","south","soda",FALSE
"378","alabama","south","soda",FALSE
"379","alabama","south","soda",FALSE
"380","alabama","south","soda",FALSE
"381","alabama","south","soda",FALSE
"382","alabama","south","soda",FALSE
"383","alabama","south","soda",FALSE
"384","alabama","south","soda",FALSE
"385","alabama","south","soda",FALSE
"386","alabama","south","soda",FALSE
"387","alabama","south","soda",FALSE
"388","alabama","south","soda",FALSE
"389","alabama","south","soda",FALSE
"390","alabama","south","soda",FALSE
"391","alabama","south","soda",FALSE
"392","alabama","south","soda",FALSE
"393","alabama","south","soda",FALSE
"394","alabama","south","soda",FALSE
"395","alabama","south","soda",FALSE
"396","alabama","south","soda",FALSE
"397","alabama","south","soda",FALSE
"398","alabama","south","soda",FALSE
"399","alabama","south","soda",FALSE
"400","alabama","south","soda",FALSE
"401","alabama","south","soda",FALSE
"402","alabama","south","soda",FALSE
"403","alabama","south","soda",FALSE
"404","alabama","south","soda",FALSE
"405","alabama","south","soda",FALSE
"406","alabama","south","soda",FALSE
"407","alabama","south","soda",FALSE
"408","alabama","south","soda",FALSE
"409","alabama","south","soda",FALSE
"410","alabama","south","soda",FALSE
"411","alabama","south","soda",FALSE
"412","alabama","south","soda",FALSE
"413","alabama","south","soda",FALSE
"414","alabama","south","soda",FALSE
"415","alabama","south","soda",FALSE
"416","alabama","south","soda",FALSE
"417","alabama","south","soda",FALSE
"418","alabama","south","soda",FALSE
"419","alabama","south","soda",FALSE
"420","alabama","south","soda",FALSE
"421","alabama","south","soda",FALSE
"422","alabama","south","soda",FALSE
"423","alabama","south","soda",FALSE
"424","alabama","south","soda",FALSE
"425","alabama","south","soda",FALSE
"426","alabama","south","soda",FALSE
"427","alabama","south","soda",FALSE
"428","alabama","south","soda",FALSE
"429","alabama","south","soda",FALSE
"430","alabama","south","soda",FALSE
"431","alabama","south","soda",FALSE
"432","alabama","south","soda",FALSE
"433","alabama","south","soda",FALSE
"434","alabama","south","soda",FALSE
"435","alabama","south","soda",FALSE
"436","alabama","south","soda",FALSE
"437","alabama","south","soda",FALSE
"438","alabama","south","soda",FALSE
"439","alabama","south","soda",FALSE
"440","alabama","south","soda",FALSE
"441","alabama","south","soda",FALSE
"442","alabama","south","soda",FALSE
"443","alabama","south","soda",FALSE
"444","alabama","south","soda",FALSE
"445","alabama","south","soda",FALSE
"446","alabama","south","soda",FALSE
"447","alabama","south","soda",FALSE
"448","alabama","south","soda",FALSE
"449","alabama","south","soda",FALSE
"450","alabama","south","soda",FALSE
"451","alabama","south","soda",FALSE
"452","alabama","south","soda",FALSE
"453","alabama","south","soda",FALSE
"454","alabama","south","soda",FALSE
"455","alabama","south","soda",FALSE
"456","alabama","south","soda",FALSE
"457","alabama","south","soda",FALSE
"458","alabama","south","soda",FALSE
"459","alabama","south","soda",FALSE
"460","alabama","south","soda",FALSE
"461","alabama","south","soda",FALSE
"462","alabama","south","soda",FALSE
"463","alabama","south","soda",FALSE
"464","alabama","south","soda",FALSE
"465","alabama","south","soda",FALSE
"466","alabama","south","soda",FALSE
"467","alabama","south","soda",FALSE
"468","alabama","south","soda",FALSE
"469","alabama","south","soda",FALSE
"470","alabama","south","soda",FALSE
"471","alabama","south","soda",FALSE
"472","alabama","south","soda",FALSE
"473","alabama","south","soda",FALSE
"474","alabama","south","soda",FALSE
"475","alabama","south","soda",FALSE
"476","alabama","south","soda",FALSE
"477","alabama","south","soda",FALSE
"478","alabama","south","soda",FALSE
"479","alabama","south","soda",FALSE
"480","alabama","south","soda",FALSE
"481","alabama","south","soda",FALSE
"482","alabama","south","soda",FALSE
"483","alabama","south","soda",FALSE
"484","alabama","south","soda",FALSE
"485","alabama","south","soda",FALSE
"486","alabama","south","soda",FALSE
"487","alabama","south","soda",FALSE
"488","alabama","south","soda",FALSE
"489","alabama","south","soda",FALSE
"490","alabama","south","soda",FALSE
"491","alabama","south","soda",FALSE
"492","alabama","south","soda",FALSE
"493","alabama","south","soda",FALSE
"494","alabama","south","soda",FALSE
"495","alabama","south","soda",FALSE
"496","alabama","south","soda",FALSE
"497","alabama","south","soda",FALSE
"498","alabama","south","soda",FALSE
"499","alabama","south","soda",FALSE
"500","alabama","south","soda",FALSE
"501","alabama","south","soda",FALSE
"502","alabama","south","soda",FALSE
"503","alabama","south","soda",FALSE
"504","alabama","south","soda",FALSE
"505","alabama","south","soda",FALSE
"506","alabama","south","soda",FALSE
"507","alabama","south","soda",FALSE
"508","alabama","south","soda",FALSE
"509","alabama","south","soda",FALSE
"510","alabama","south","soda",FALSE
"511","alabama","south","soda",FALSE
"512","alabama","south","soda",FALSE
"513","alabama","south","soda",FALSE
"514","alabama","south","soda",FALSE
"515","alabama","south","soda",FALSE
"516","alabama","south","soda",FALSE
"517","alabama","south","soda",FALSE
"518","alabama","south","soda",FALSE
"519","alabama","south","soda",FALSE
"520","alabama","south","soda",FALSE
"521","alabama","south","soda",FALSE
"522","alabama","south","soda",FALSE
"523","alabama","south","soda",FALSE
"524","alabama","south","soda",FALSE
"525","alabama","south","soda",FALSE
"526","alabama","south","soda",FALSE
"527","alabama","south","soda",FALSE
"528","alabama","south","soda",FALSE
"529","alabama","south","soda",FALSE
"530","alabama","south","soda",FALSE
"531","alabama","south","soda",FALSE
"532","alabama","south","soda",FALSE
"533","alabama","south","soda",FALSE
"534","alabama","south","soda",FALSE
"535","alabama","south","soda",FALSE
"536","alabama","south","soda",FALSE
"537","alabama","south","soda",FALSE
"538","alabama","south","soda",FALSE
"539","alabama","south","soda",FALSE
"540","alabama","south","soda",FALSE
"541","alabama","south","soda",FALSE
"542","alabama","south","soda",FALSE
"543","alabama","south","soda",FALSE
"544","alabama","south","soda",FALSE
"545","alabama","south","soda",FALSE
"546","alabama","south","soda",FALSE
"547","alabama","south","soda",FALSE
"548","alabama","south","soda",FALSE
"549","alabama","south","soda",FALSE
"550","alabama","south","soda",FALSE
"551","alabama","south","soda",FALSE
"552","alabama","south","soda",FALSE
"553","alabama","south","soda",FALSE
"554","alabama","south","soda",FALSE
"555","alabama","south","soda",FALSE
"556","alabama","south","soda",FALSE
"557","alabama","south","soda",FALSE
"558","alabama","south","soda",FALSE
"559","alabama","south","soda",FALSE
"560","alabama","south","soda",FALSE
"561","alabama","south","soda",FALSE
"562","alabama","south","soda",FALSE
"563","alabama","south","soda",FALSE
"564","alabama","south","soda",FALSE
"565","alabama","south","soda",FALSE
"566","alabama","south","soda",FALSE
"567","alabama","south","soda",FALSE
"568","alabama","south","soda",FALSE
"569","alabama","south","soda",FALSE
"570","alabama","south","soda",FALSE
"571","alabama","south","soda",FALSE
"572","alabama","south","soda",FALSE
"573","alabama","south","soda",FALSE
"574","alabama","south","soda",FALSE
"575","alabama","south","soda",FALSE
"576","alabama","south","soda",FALSE
"577","alabama","south","soda",FALSE
"578","alabama","south","soda",FALSE
"579","alabama","south","soda",FALSE
"580","alabama","south","soda",FALSE
"581","alabama","south","soda",FALSE
"582","alabama","south","soda",FALSE
"583","alabama","south","soda",FALSE
"584","alabama","south","soda",FALSE
"585","alabama","south","soda",FALSE
"586","alabama","south","soda",FALSE
"587","alabama","south","soda",FALSE
"588","alabama","south","soda",FALSE
"589","alabama","south","soda",FALSE
"590","alabama","south","soda",FALSE
"591","alabama","south","soda",FALSE
"592","alabama","south","soda",FALSE
"593","alabama","south","soda",FALSE
"594","alabama","south","soda",FALSE
"595","alabama","south","soda",FALSE
"596","alabama","south","soda",FALSE
"597","alabama","south","soda",FALSE
"598","alabama","south","soda",FALSE
"599","alabama","south","soda",FALSE
"600","alabama","south","soda",FALSE
"601","alabama","south","soda",FALSE
"602","alabama","south","soda",FALSE
"603","alabama","south","soda",FALSE
"604","alabama","south","soda",FALSE
"605","alabama","south","soda",FALSE
"606","alabama","south","soda",FALSE
"607","alabama","south","soda",FALSE
"608","alabama","south","soda",FALSE
"609","alabama","south","soda",FALSE
"610","alabama","south","soda",FALSE
"611","alabama","south","soda",FALSE
"612","alabama","south","soda",FALSE
"613","alabama","south","soda",FALSE
"614","alabama","south","soda",FALSE
"615","alabama","south","soda",FALSE
"616","alabama","south","soda",FALSE
"617","alabama","south","soda",FALSE
"618","alabama","south","soda",FALSE
"619","alabama","south","soda",FALSE
"620","alabama","south","soda",FALSE
"621","alabama","south","soda",FALSE
"622","alabama","south","soda",FALSE
"623","alabama","south","soda",FALSE
"624","alabama","south","soda",FALSE
"625","alabama","south","soda",FALSE
"626","alabama","south","soda",FALSE
"627","alabama","south","soda",FALSE
"628","alabama","south","soda",FALSE
"629","alabama","south","soda",FALSE
"630","alabama","south","soda",FALSE
"631","alabama","south","soda",FALSE
"632","alabama","south","soda",FALSE
"633","alabama","south","soda",FALSE
"634","alabama","south","soda",FALSE
"635","alabama","south","soda",FALSE
"636","alabama","south","soda",FALSE
"637","alabama","south","soda",FALSE
"638","alabama","south","soda",FALSE
"639","alabama","south","soda",FALSE
"640","alabama","south","soda",FALSE
"641","alabama","south","soda",FALSE
"642","alabama","south","soda",FALSE
"643","alabama","south","soda",FALSE
"644","alabama","south","soda",FALSE
"645","alabama","south","soda",FALSE
"646","alabama","south","soda",FALSE
"647","alabama","south","soda",FALSE
"648","alabama","south","soda",FALSE
"649","alabama","south","soda",FALSE
"650","alabama","south","soda",FALSE
"651","alabama","south","soda",FALSE
"652","alabama","south","soda",FALSE
"653","alabama","south","soda",FALSE
"654","alabama","south","soda",FALSE
"655","alabama","south","soda",FALSE
"656","alabama","south","soda",FALSE
"657","alabama","south","soda",FALSE
"658","alabama","south","soda",FALSE
"659","alabama","south","soda",FALSE
"660","alabama","south","soda",FALSE
"661","alabama","south","soda",FALSE
"662","alabama","south","soda",FALSE
"663","alabama","south","soda",FALSE
"664","alabama","south","soda",FALSE
"665","alabama","south","soda",FALSE
"666","alabama","south","soda",FALSE
"667","alabama","south","soda",FALSE
"668","alabama","south","soda",FALSE
"669","alabama","south","soda",FALSE
"670","alabama","south","soda",FALSE
"671","alabama","south","soda",FALSE
"672","alabama","south","soda",FALSE
"673","alabama","south","soda",FALSE
"674","alabama","south","soda",FALSE
"675","alabama","south","soda",FALSE
"676","alabama","south","soda",FALSE
"677","alabama","south","soda",FALSE
"678","alabama","south","soda",FALSE
"679","alabama","south","soda",FALSE
"680","alabama","south","soda",FALSE
"681","alabama","south","soda",FALSE
"682","alabama","south","soda",FALSE
"683","alabama","south","soda",FALSE
"684","alabama","south","soda",FALSE
"685","alabama","south","soda",FALSE
"686","alabama","south","soda",FALSE
"687","alabama","south","soda",FALSE
"688","alabama","south","soda",FALSE
"689","alabama","south","soda",FALSE
"690","alabama","south","soda",FALSE
"691","alabama","south","soda",FALSE
"692","alabama","south","soda",FALSE
"693","alabama","south","soda",FALSE
"694","alabama","south","soda",FALSE
"695","alabama","south","soda",FALSE
"696","alabama","south","soda",FALSE
"697","alabama","south","soda",FALSE
"698","alabama","south","soda",FALSE
"699","alabama","south","soda",FALSE
"700","alabama","south","soda",FALSE
"701","alabama","south","soda",FALSE
"702","alabama","south","soda",FALSE
"703","alabama","south","soda",FALSE
"704","alabama","south","soda",FALSE
"705","alabama","south","soda",FALSE
"706","alabama","south","soda",FALSE
"707","alabama","south","soda",FALSE
"708","alabama","south","soda",FALSE
"709","alabama","south","soda",FALSE
"710","alabama","south","soda",FALSE
"711","alabama","south","soda",FALSE
"712","alabama","south","soda",FALSE
"713","alabama","south","soda",FALSE
"714","alabama","south","soda",FALSE
"715","alabama","south","soda",FALSE
"716","alabama","south","soda",FALSE
"717","alabama","south","soda",FALSE
"718","alabama","south","soda",FALSE
"719","alabama","south","soda",FALSE
"720","alabama","south","soda",FALSE
"721","alabama","south","soda",FALSE
"722","alabama","south","soda",FALSE
"723","alabama","south","soda",FALSE
"724","alabama","south","soda",FALSE
"725","alabama","south","soda",FALSE
"726","alabama","south","soda",FALSE
"727","alabama","south","soda",FALSE
"728","alabama","south","soda",FALSE
"729","alabama","south","soda",FALSE
"730","alabama","south","soda",FALSE
"731","alabama","south","soda",FALSE
"732","alabama","south","soda",FALSE
"733","alabama","south","soda",FALSE
"734","alabama","south","soda",FALSE
"735","alabama","south","soda",FALSE
"736","alabama","south","coke",FALSE
"737","alabama","south","coke",FALSE
"738","alabama","south","coke",FALSE
"739","alabama","south","coke",FALSE
"740","alabama","south","coke",FALSE
"741","alabama","south","coke",FALSE
"742","alabama","south","coke",FALSE
"743","alabama","south","coke",FALSE
"744","alabama","south","coke",FALSE
"745","alabama","south","coke",FALSE
"746","alabama","south","coke",FALSE
"747","alabama","south","coke",FALSE
"748","alabama","south","coke",FALSE
"749","alabama","south","coke",FALSE
"750","alabama","south","coke",FALSE
"751","alabama","south","coke",FALSE
"752","alabama","south","coke",FALSE
"753","alabama","south","coke",FALSE
"754","alabama","south","coke",FALSE
"755","alabama","south","coke",FALSE
"756","alabama","south","coke",FALSE
"757","alabama","south","coke",FALSE
"758","alabama","south","coke",FALSE
"759","alabama","south","coke",FALSE
"760","alabama","south","coke",FALSE
"761","alabama","south","coke",FALSE
"762","alabama","south","coke",FALSE
"763","alabama","south","coke",FALSE
"764","alabama","south","coke",FALSE
"765","alabama","south","coke",FALSE
"766","alabama","south","coke",FALSE
"767","alabama","south","coke",FALSE
"768","alabama","south","coke",FALSE
"769","alabama","south","coke",FALSE
"770","alabama","south","coke",FALSE
"771","alabama","south","coke",FALSE
"772","alabama","south","coke",FALSE
"773","alabama","south","coke",FALSE
"774","alabama","south","coke",FALSE
"775","alabama","south","coke",FALSE
"776","alabama","south","coke",FALSE
"777","alabama","south","coke",FALSE
"778","alabama","south","coke",FALSE
"779","alabama","south","coke",FALSE
"780","alabama","south","coke",FALSE
"781","alabama","south","coke",FALSE
"782","alabama","south","coke",FALSE
"783","alabama","south","coke",FALSE
"784","alabama","south","coke",FALSE
"785","alabama","south","coke",FALSE
"786","alabama","south","coke",FALSE
"787","alabama","south","coke",FALSE
"788","alabama","south","coke",FALSE
"789","alabama","south","coke",FALSE
"790","alabama","south","coke",FALSE
"791","alabama","south","coke",FALSE
"792","alabama","south","coke",FALSE
"793","alabama","south","coke",FALSE
"794","alabama","south","coke",FALSE
"795","alabama","south","coke",FALSE
"796","alabama","south","coke",FALSE
"797","alabama","south","coke",FALSE
"798","alabama","south","coke",FALSE
"799","alabama","south","coke",FALSE
"800","alabama","south","coke",FALSE
"801","alabama","south","coke",FALSE
"802","alabama","south","coke",FALSE
"803","alabama","south","coke",FALSE
"804","alabama","south","coke",FALSE
"805","alabama","south","coke",FALSE
"806","alabama","south","coke",FALSE
"807","alabama","south","coke",FALSE
"808","alabama","south","coke",FALSE
"809","alabama","south","coke",FALSE
"810","alabama","south","coke",FALSE
"811","alabama","south","coke",FALSE
"812","alabama","south","coke",FALSE
"813","alabama","south","coke",FALSE
"814","alabama","south","coke",FALSE
"815","alabama","south","coke",FALSE
"816","alabama","south","coke",FALSE
"817","alabama","south","coke",FALSE
"818","alabama","south","coke",FALSE
"819","alabama","south","coke",FALSE
"820","alabama","south","coke",FALSE
"821","alabama","south","coke",FALSE
